id	English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	phrase
5665	gruesome	0	0	1	0	0	1	0	0	0	0	Spare me the gruesome details about the bike accident — I am eating breakfast right now.
5666	gruff	1	0	1	0	0	1	0	0	0	0	Our gruff old neighbor turned out to be the first person to bring us soup when I was sick.
5667	grumble	1	0	1	0	0	1	0	0	0	0	I heard him grumble about the new coffee maker for about two weeks before he got used to it.
5668	grumpy	1	0	1	0	0	1	0	1	0	0	I get a little grumpy before my first coffee, but I try not to take it out on anyone.
5670	guarantee	0	0	0	0	0	0	1	0	0	1	I cannot guarantee the package will arrive by Friday, but tracking says Thursday is likely.
5672	guard	0	0	0	1	0	0	1	0	0	1	A security guard at the museum remembered me from when I volunteered there in college.
5673	guarded	0	0	0	0	0	0	0	0	0	1	She was guarded about her personal life at work, which I always thought was wise.
5674	guardian	0	0	0	0	0	0	1	0	0	1	A legal guardian was appointed for the orphaned kids within just a few weeks of the accident.
5675	guardianship	0	0	0	0	0	0	1	0	0	1	The court granted joint guardianship of the children to both sets of grandparents in the end.
5677	gubernatorial	0	0	0	0	0	0	1	0	0	1	The gubernatorial race this year features three candidates with wildly different backgrounds.
5678	guerilla	0	0	0	1	0	1	0	0	0	0	Guerilla gardening turns neglected urban lots into bursts of unexpected color and vegetables.
5679	guess	0	0	0	0	0	0	0	0	1	0	Take a wild guess how many minutes we were stuck on the highway this morning.
5682	guidance	0	0	0	0	0	0	1	0	0	1	A little guidance from my old manager early in my career made all the difference.
5683	guide	0	0	0	0	0	0	1	0	0	1	Our guide on the walking tour knew every hidden alley and backstreet story in the old town.
5684	guidebook	0	0	0	0	0	0	1	0	0	1	Her guidebook for Lisbon had tips from actual locals, not just the usual tourist spots.
5686	guile	0	0	0	0	0	1	0	0	0	0	A child's honesty has no guile, which is why it sometimes catches adults completely off guard.
5687	guillotine	1	1	1	1	0	1	0	1	0	0	Paper guillotine in the office jammed again right before the big mailing on Friday afternoon.
5688	guilt	0	0	1	0	0	1	0	1	0	0	Guilt about skipping my run this morning has been nagging at me since breakfast.
5689	guilty	1	0	0	0	0	1	0	1	0	0	I feel guilty about taking the last cookie, but not quite guilty enough to put it back.
5691	guise	0	0	0	0	0	1	0	0	0	0	Under the guise of helping, he actually made the whole project take twice as long.
5695	gull	0	0	0	0	0	1	0	0	0	0	A single gull stole the sandwich right out of my hand on the boardwalk last Sunday.
5696	gullible	0	0	0	0	0	1	0	1	0	1	I am not normally gullible, but that email from "the IRS" almost got me last week.
5698	gulp	0	0	0	1	0	0	0	0	1	0	She took a nervous gulp of water before walking onstage at the open mic night.
5701	gun	1	0	0	1	0	1	0	0	0	0	A toy gun from the dollar store became my nephew's favorite plaything all summer long.
5703	gunpowder	0	0	0	1	0	0	0	0	0	0	The smell of gunpowder from the Fourth of July fireworks lingered in the yard for days.
5704	guru	0	0	0	0	0	0	1	0	0	1	A self-proclaimed productivity guru gave a TED talk I promptly forgot most of last month.
5705	gush	0	0	1	0	1	1	0	0	0	0	Water started to gush from the broken pipe before we could even find the main shutoff.
5706	gusset	0	0	0	0	0	0	0	0	0	1	A gusset in the shirt's underarm is why it actually fits comfortably over my shoulders.
5709	gut	0	0	1	0	0	0	0	0	0	0	My gut says this is a bad deal — something about the pricing feels off to me.
5710	guts	0	0	0	0	0	0	1	0	0	0	It takes real guts to give a wedding toast in front of three hundred strangers.
5711	gutter	0	0	1	0	0	0	0	0	0	0	A leaf-clogged gutter caused most of the water damage to the side of the house.
5713	guzzling	0	0	0	0	0	1	0	0	0	0	I was guzzling water after the hot run, trying to catch up on hours of dehydration.
5715	gymnast	0	0	0	0	0	0	1	0	0	0	My niece wants to be a gymnast, which means my sister is at the gym every Saturday.
5719	gypsy	0	0	0	0	0	1	0	0	0	0	Romani communities prefer that term to gypsy, which has accumulated negative meanings over centuries.
5722	habitat	0	0	0	0	0	0	1	0	0	0	Wetland habitat in the preserve supports dozens of species that would otherwise have nowhere to go.
5724	habitual	0	1	0	0	0	0	0	0	0	0	His habitual morning walk takes him past the bakery, which explains the pastry crumbs.
5727	hag	0	0	1	1	0	1	0	0	0	0	Old fairy tales are full of hag figures who turn out to be the real hero by chapter five.
5728	haggard	0	0	0	0	0	1	0	1	0	0	He looked haggard after three straight nights of dealing with the sick baby at home.
5730	hail	0	0	0	0	0	1	1	0	0	1	A sudden hail storm dented every car in the parking lot in about four brutal minutes.
5732	hairy	0	0	1	0	0	1	0	0	0	0	That last climb up to the ridge was hairy — the trail was narrower than the guidebook said.
5733	hale	0	0	0	0	0	0	1	0	0	0	My grandfather is still hale at ninety, walking two miles every single morning without fail.
5735	halfway	0	0	0	0	0	1	0	0	0	0	I was halfway through the novel before I realized I had read it years ago.
5738	hallucination	0	0	0	1	0	1	0	0	0	0	A mild hallucination from the medication finally made her stop taking it against doctor's advice.
5741	halter	1	0	0	1	0	1	0	1	0	0	A simple halter on the young horse made leading her around the paddock much easier.
5742	halting	0	0	0	1	0	1	0	1	0	0	His halting Spanish during the trip improved rapidly once he stopped apologizing for every mistake.
5750	hamper	0	0	0	0	0	1	0	0	0	0	Bad cell service can hamper our ability to work from the cabin, which is partly the point.
5751	hamstring	1	0	0	0	0	1	0	1	0	0	A pulled hamstring kept him off the field for nearly the entire spring soccer season.
5753	handbook	0	0	0	0	0	0	0	0	0	1	A handbook for new hires explains absolutely everything except how the printer actually works.
5755	handicap	0	0	0	0	0	1	0	1	0	0	His hearing handicap never stopped him from running his own bakery for thirty years.
5762	handy	0	0	0	0	0	0	1	0	0	0	A handy little multitool in my car has saved me at least three times on road trips.
5765	hanging	1	0	1	1	0	1	0	1	0	0	A hanging basket of petunias on the front porch finally died after the long heat wave.
5766	hangman	0	0	0	1	0	1	0	0	0	0	Kids still play hangman on the back of restaurant kids' menus when they get bored.
5769	hankering	0	1	0	0	0	0	0	0	0	0	I have a sudden hankering for pancakes, even though it is nearly four in the afternoon.
5770	hap	0	1	0	0	0	0	0	0	1	0	Whatever may hap on the long road trip, we have snacks and good podcasts.
5772	happen	0	1	0	0	0	0	0	0	0	0	Things happen in this old house for no visible reason — doors close on their own.
5774	happily	0	0	0	0	1	0	1	0	0	0	I happily traded a morning of errands for a long walk in the woods with my dog.
5775	happiness	0	1	0	0	1	0	1	0	0	0	Real happiness, for me, is a quiet morning with coffee and absolutely no appointments.
5776	happy	0	1	0	0	1	0	1	0	0	1	I am happy with how the garden turned out this year, even with the weird spring weather.
5777	harass	1	0	1	0	0	1	0	0	0	0	Please don't harass the waitstaff — they are doing their best during a very busy lunch rush.
5778	harassing	1	0	0	0	0	0	0	0	0	0	The harassing phone calls finally stopped after I filed a complaint with the phone company.
5779	harbinger	1	1	0	1	0	1	0	0	0	0	A single robin in February is a harbinger of the spring we all desperately want.
5780	harbor	0	0	0	0	0	0	0	0	0	1	The harbor at dawn is the most peaceful place in the whole town before the tourists arrive.
5782	hardened	1	0	1	1	0	1	0	0	0	0	Years of difficult cases had hardened the detective into someone hard to read at first glance.
5784	hardness	0	0	0	0	0	1	0	0	0	0	Cheddar cheese is tested for hardness by real inspectors in some countries, which surprised me.
5785	hardship	0	0	0	0	0	1	0	1	0	0	Financial hardship during her first year out of school taught her skills no business class covered.
5787	hardy	0	0	0	0	1	0	1	0	0	1	A hardy little tomato plant somehow survived both a late frost and my forgetfulness about watering.
5790	harlot	0	0	1	0	0	1	0	0	0	0	Old novels use harlot in ways that feel strikingly cruel to any modern reader.
5791	harm	0	0	0	1	0	1	0	0	0	0	There is no real harm in trying the new restaurant once, even if it turns out mediocre.
5792	harmful	1	0	1	1	0	1	0	1	0	0	Too much screen time before bed is harmful to deep sleep, according to almost every study.
5795	harmoniously	0	0	0	0	1	0	1	0	0	1	The roommates lived harmoniously after working out a very detailed cleaning schedule together.
5797	harmony	0	0	0	0	1	0	1	0	0	1	A real harmony between the old and new parts of the building is what makes it special.
5801	harrowing	0	0	0	1	0	1	0	0	0	0	That was a harrowing drive through the blizzard — I am amazed we made it home safely.
5802	harry	1	0	0	0	0	1	0	1	0	0	Reporters continued to harry the senator with questions for nearly an hour after the press event.
5803	harshness	1	0	0	1	0	1	0	0	0	0	A touch of harshness in her voice told me she was not actually joking at all.
5805	harvest	0	1	0	0	1	0	1	0	0	0	The apple harvest was smaller than usual but the individual fruits were enormous and flavorful.
5806	hash	0	0	0	0	0	1	0	0	0	0	Corned beef hash with a fried egg on top is my favorite weekend diner order.
5807	hashish	0	0	0	0	0	1	0	0	0	0	Hashish has a long history in several cultures that predates most European familiarity with it.
5808	haste	0	1	0	0	0	0	0	0	0	0	In my haste to catch the train, I left my jacket hanging on the back of the chair.
5811	hasty	0	0	0	0	0	1	0	0	0	0	Don't make a hasty decision about the job offer — sleep on it for at least one night.
5815	hate	1	0	1	1	0	1	0	1	0	0	I hate how my phone battery dies exactly when I need directions most urgently.
5816	hateful	1	0	1	1	0	1	0	1	0	0	That was a hateful thing to say to someone who has been nothing but kind to you.
5817	hating	1	0	0	0	0	1	0	0	0	0	I am hating this project less as it starts to actually come together after three rough weeks.
5818	hatred	1	0	1	1	0	1	0	1	0	0	Real hatred is exhausting — it takes far more energy than simply letting things go eventually does.
5819	haughty	1	0	0	0	0	1	0	0	0	0	Our new neighbor gave us a haughty look when we asked about her dog barking at five in the morning.
5822	haunt	0	0	0	1	0	1	0	0	0	0	Memories of that embarrassing speech continue to haunt me fifteen long years later.
5823	haunted	0	0	0	1	0	1	0	1	0	0	The old hotel supposedly has a haunted room, which is why the rate is so low.
5824	haven	0	0	0	0	0	0	1	0	0	1	The reading nook upstairs has become my quiet haven during a busy work week.
5825	havoc	1	0	0	1	0	1	0	0	0	0	Our puppy wreaks havoc on the house if we leave him alone for more than twenty minutes.
5827	hawk	0	0	0	1	0	0	0	0	0	0	A red-tailed hawk circled above the field where the mice had been getting bolder all week.
5829	hazard	0	0	0	1	0	1	0	0	0	0	A fire hazard in the old building finally got the inspectors' attention last quarter.
5830	hazardous	0	0	0	1	0	1	0	0	0	0	Driving home in the snowstorm was more hazardous than I had expected when I left the office.
5831	haze	0	0	0	1	0	1	0	0	0	0	A thick haze from the distant wildfires hung over the city for almost two weeks straight.
5834	headache	0	0	0	0	0	1	0	0	0	0	A dull headache behind my left eye has been bothering me all afternoon for no clear reason.
5840	headlight	0	1	0	0	0	0	0	0	0	0	One headlight on my old car has been out for a week, which is embarrassing at stoplights.
5845	headway	0	0	0	0	0	0	1	0	0	0	We finally made some real headway on the renovation after the electrician finished his work.
5846	heady	0	0	0	0	0	1	0	0	0	0	A heady mix of jasmine and coffee greeted me the moment I stepped into the little café.
5847	heal	0	0	0	0	1	0	1	0	0	1	Give your ankle time to heal properly before you start running again, please.
5848	healing	0	1	0	0	1	0	1	0	0	1	Daily walks have been part of my healing since the surgery last October.
5850	healthful	0	0	0	0	1	0	1	0	0	0	A healthful breakfast actually does set me up for a better day at the office.
5851	healthy	0	0	0	0	0	0	1	0	0	0	Staying healthy during flu season requires more handwashing than I am ever really comfortable with.
5855	hearing	0	0	0	1	0	1	0	0	0	0	My hearing has gotten noticeably worse in the past two years, though my doctor says it's normal.
5856	hearsay	0	0	0	0	0	1	0	0	0	0	Most of what I know about the scandal is hearsay, so take it with a grain of salt.
5857	hearse	0	0	0	1	0	1	0	1	0	0	A slow-moving hearse led the funeral procession through the quiet streets of town.
5859	heartache	0	0	0	0	0	1	0	1	0	0	Real heartache takes much longer to pass than any of the old love songs suggest.
5860	heartburn	0	0	0	0	0	1	0	0	0	0	Spicy food gives me heartburn I can feel for nearly a full hour after dinner.
5861	heartfelt	0	0	0	0	1	0	1	1	0	1	A heartfelt thank-you from my former student arrived in the mail right before Christmas.
5862	hearth	0	0	0	0	0	0	1	0	0	0	A warm hearth in the old cabin is where the whole family gathered on the coldest nights.
5863	heartily	0	0	0	0	1	0	1	0	0	0	I heartily recommend the new bakery on Fifth Street if you have not tried it yet.
5864	heartless	0	0	0	0	0	1	0	1	0	0	It felt heartless to refuse her call, but I genuinely needed the quiet evening alone.
5866	heartworm	0	0	1	0	0	0	0	0	0	0	Monthly heartworm prevention for dogs is much cheaper than treating an actual infection.
5871	heathen	0	0	0	1	0	1	0	0	0	0	Old missionary journals used "heathen" in ways that look painfully one-sided from a modern perspective.
5875	heavenly	0	1	0	0	1	0	1	0	0	1	This homemade apple pie tastes absolutely heavenly with a scoop of vanilla ice cream.
5876	heavens	0	0	0	0	1	0	1	0	0	1	Good heavens — I cannot believe you made it all the way here in this snowstorm.
5877	heavily	0	0	0	0	0	1	0	0	0	0	It has been raining heavily since sunrise, and the forecast shows no break until evening.
5884	hedonism	0	0	0	0	1	1	1	0	0	0	Sunday brunch sometimes feels like pure hedonism after a long week of protein bars and espresso.
5886	heel	0	0	0	0	0	1	0	0	0	0	A broken heel on my favorite boots finally pushed me to find a local cobbler.
5888	heft	0	1	0	1	0	0	1	0	0	0	The heft of a good cast-iron pan is part of what makes it cook so evenly.
5892	heighten	0	0	0	1	0	1	0	0	0	0	A few candles in the dining room will heighten the atmosphere for the anniversary dinner.
5893	heinous	0	0	0	0	0	1	0	0	0	0	Stealing from a children's hospital ranks among the more heinous crimes I have read about.
5900	hell	1	0	1	1	0	1	0	1	0	0	Sitting in traffic during rush hour after a ten-hour workday is my own personal hell.
5901	hellish	1	0	1	1	0	1	0	1	0	0	That hellish commute finally convinced me to start taking the train to work instead.
5903	helmet	0	0	0	1	0	0	1	0	0	0	Always wear a helmet when cycling downtown — the pothole count alone is reason enough.
5904	helper	0	0	0	0	0	0	1	0	0	1	A young helper at the bakery kneaded dough every Saturday morning for his grandmother.
5905	helpful	0	0	0	0	1	0	1	0	0	1	The staff at the bike shop was remarkably helpful when I came in with a flat tire.
5906	helpless	0	0	0	1	0	1	0	1	0	0	I felt helpless watching the slow boarding process while my connection time ticked down.
5907	helplessness	0	0	0	1	0	1	0	1	0	0	A sense of helplessness washed over her during the long hold with the insurance company.
5914	hemorrhage	0	0	1	1	0	1	0	1	0	0	A minor hemorrhage during the procedure was nothing the surgeon could not handle quickly.
5915	hemorrhoids	0	0	0	0	0	1	0	0	0	0	Hemorrhoids are one of those things almost everyone gets eventually but nobody wants to discuss.
5923	herbal	0	0	0	0	0	0	1	0	0	0	A cup of herbal tea before bed has become my favorite way to wind down each night.
5928	heresy	0	0	0	0	0	1	0	0	0	0	Ordering cappuccino after noon in Italy is apparently a minor heresy to the locals.
5929	heretic	0	0	1	0	0	1	0	0	0	0	Old church courts once tried people as a heretic for offenses that seem absurd today.
5934	heritage	0	0	0	0	0	0	0	0	0	1	Our shared heritage came up during a long family dinner at my cousin's new apartment.
5935	hermaphrodite	0	0	0	0	0	1	0	0	1	0	Earthworms are hermaphrodite animals, which makes their reproduction surprisingly efficient compared to ours.
5937	hermit	0	0	0	0	0	0	0	1	0	1	An old hermit lived in the woods near my grandparents' cabin and rarely spoke to anyone.
5939	hero	0	1	0	0	1	0	1	0	1	1	Every kid needs a local hero, even if it is just the guy who runs the corner store.
5940	heroic	0	0	0	0	1	0	1	0	1	1	Nothing heroic about my Tuesday, unless you count finishing the dishes before midnight.
5941	heroics	0	0	0	0	0	0	1	0	0	0	Please, no heroics on the trail today — we have no cell service out here anyway.
5942	heroin	0	0	0	0	0	1	0	0	0	0	Heroin overdose rates have declined in this county thanks to the new outreach program.
5943	heroine	0	0	0	0	0	0	1	0	0	1	The heroine of the novel gets almost no dialogue until halfway through the second chapter.
5944	heroism	0	1	0	0	1	0	1	0	1	1	Quiet heroism from the off-duty nurse saved the choking stranger before the paramedics arrived.
5945	herpes	0	0	1	0	0	1	0	0	0	0	Cold sores are technically caused by oral herpes, which most people carry without knowing.
5946	herpesvirus	0	0	1	0	0	1	0	0	0	0	Most adults carry some form of herpesvirus without ever developing any visible symptoms at all.
5948	hesitation	0	0	0	1	0	1	0	0	0	0	Without hesitation, she stepped forward and volunteered for the most difficult task on the list.
5952	heyday	0	1	0	0	1	0	1	0	0	1	During its heyday in the 1950s, the old theater sold out every single Friday night.
5957	hidden	0	0	0	0	0	1	0	0	0	0	A hidden compartment in the old desk turned out to contain letters from my grandfather's war years.
5958	hide	0	0	0	1	0	0	0	0	0	0	Our cat can hide in places I would swear were physically impossible for a full-grown animal.
5959	hideous	0	0	1	1	0	1	0	1	0	0	My aunt's favorite couch is absolutely hideous but she has had it for thirty years.
5960	hiding	0	0	0	1	0	0	0	0	0	0	The kids were hiding from their mom in the closet, giggling loudly enough to give themselves away.
5964	highest	0	1	0	1	1	1	1	0	1	0	The highest peak in the area is just outside of town and has a pretty good trail up.
5970	hilarious	0	0	0	0	1	0	1	0	1	0	That new sitcom is genuinely hilarious, which has not happened to me in a long time.
5971	hilarity	0	0	0	0	1	0	1	0	0	0	Complete hilarity ensued when the birthday clown's wig fell off mid-performance.
5976	hindering	0	0	0	0	0	1	0	1	0	0	Construction on the road has been hindering my morning commute for almost two months now.
5977	hindrance	0	0	0	0	0	1	0	0	0	0	A hindrance like a slow elevator can really add up over a five-day work week.
5982	hippie	0	0	0	0	0	1	0	0	0	0	My old hippie uncle still wears tie-dye and makes his own homemade kombucha on weekends.
5983	hire	0	1	0	0	1	0	1	0	0	1	We need to hire someone full-time before the summer rush hits the front desk.
5985	hiss	1	0	0	1	0	1	0	0	0	0	A low hiss from the kettle told me the water was almost ready for the pour-over.
5986	hissing	0	0	0	0	0	1	0	0	0	0	Our older cat has started hissing at the younger one every time they meet in the hallway.
5992	hit	1	0	0	0	0	1	0	0	0	0	The new song became a real hit within two weeks of its release on streaming platforms.
5993	hitherto	0	0	0	0	0	1	0	0	0	0	A hitherto unknown letter from my grandmother turned up in an old photo album last weekend.
5994	hive	0	0	0	0	0	1	0	0	0	0	A beehive near the garden fence has been producing honey for nearly three years now.
5996	hoarse	0	0	0	0	0	1	0	0	0	0	My voice was hoarse for days after cheering at the baseball game last Saturday evening.
5997	hoary	0	0	0	0	0	1	0	1	0	0	That hoary old joke about the chicken crossing the road still gets a laugh from my nephew.
5998	hoax	1	0	1	0	0	1	0	1	1	0	The email about winning a free cruise was an obvious hoax that I almost fell for anyway.
6000	hobby	0	0	0	0	1	0	1	0	0	0	Woodworking is my favorite hobby because it gives me something tangible to show after a weekend.
6001	hobo	0	0	0	0	0	1	0	1	0	0	Old American folk songs often featured a traveling hobo as a kind of freedom figure.
6004	hog	0	0	1	0	0	1	0	0	0	0	Don't hog the last piece of pizza — at least offer it to someone else first.
6010	holiday	0	1	0	0	1	0	1	0	0	0	Our holiday plans fell apart when the snowstorm closed the airport for almost two full days.
6011	holiness	0	1	0	1	1	0	1	0	1	1	Something about the quiet holiness of that old chapel made us whisper without being asked.
6012	hollow	0	0	0	0	0	1	0	1	0	0	His apology felt completely hollow given that he had done the same thing twice already.
6013	holocaust	1	0	1	1	0	1	0	1	0	0	Holocaust survivors still visit schools in our district to share their stories with students.
6014	holy	0	0	0	0	0	0	1	0	0	0	Holy basil is the secret ingredient that makes my Thai stir-fry taste right every time.
6015	homage	0	0	0	0	0	0	1	0	0	0	The new restaurant menu pays homage to my grandmother's classic Italian recipes in subtle ways.
6016	homeless	1	1	1	1	0	1	0	1	0	0	A local shelter serves hot meals to homeless residents every single night of the year.
6019	homesick	0	0	0	0	0	1	0	1	0	0	I got surprisingly homesick during the third week of that long conference abroad.
6021	homework	0	0	0	1	0	0	0	0	0	0	My daughter's homework tonight is an essay about her favorite book, which she is actually excited about.
6022	homicidal	1	0	0	1	0	1	0	0	0	0	Reading that customer email made me feel briefly homicidal toward whoever wrote the instruction manual.
6023	homicide	1	0	1	1	0	1	0	1	0	0	The homicide detective on that old show is still my favorite fictional cop of all time.
6029	homology	0	0	0	0	0	0	1	0	0	0	Structural homology between bird wings and bat wings reveals how evolution works with existing parts.
6031	honest	1	0	1	1	1	0	1	1	0	1	Can I be honest with you for a minute about the outfit you picked for tonight?
6032	honesty	0	0	0	0	0	0	1	0	0	1	Her honesty during the interview probably cost her the job, but earned her everyone's respect.
6033	honey	0	0	0	0	0	0	1	0	0	0	Local honey from the farmers market is supposed to help with seasonal allergies, allegedly.
6035	honeymoon	0	1	0	0	1	0	1	0	1	1	Our honeymoon in Portugal ended up being three days of eating and one day of sleeping off the eating.
6037	honor	0	0	0	0	0	0	1	0	0	1	It was an honor to give the opening toast at my best friend's wedding last Saturday.
6038	honorable	0	0	0	0	0	0	1	0	0	1	Quitting after only a week would not have been an honorable choice given everything they had invested.
6040	hood	1	0	1	1	0	1	0	0	0	0	The car's hood flew open on the highway, which is apparently a very expensive mistake.
6041	hooded	0	0	0	1	0	0	0	0	0	0	A hooded figure on the street corner turned out to be a completely harmless college student.
6044	hooked	0	0	0	0	0	1	0	0	0	0	My nephew is completely hooked on chess after one lesson from his uncle last weekend.
6047	hoot	1	0	1	0	0	1	0	0	0	0	Who gives a hoot about the old rivalry between the two pizza places — just eat wherever is closer.
6049	hope	0	1	0	0	1	0	1	0	1	1	I hope the weather holds for the outdoor wedding on Saturday afternoon.
6050	hopeful	0	1	0	0	1	0	1	0	1	1	I am hopeful that the new policy will actually shorten these ridiculous meetings.
6051	hopeless	0	0	0	1	0	1	0	1	0	0	I felt hopeless about the messy kitchen until my sister showed up with rubber gloves and coffee.
6052	hopelessness	1	0	1	1	0	1	0	1	0	0	A wave of hopelessness hit me during the third straight day of rain, but it passed by evening.
6056	horde	0	0	0	0	0	1	0	0	1	0	A horde of mosquitoes drove us off the back porch about fifteen minutes after sunset.
6057	horizon	0	1	0	0	0	0	1	0	0	0	The horizon over the lake turned gold just before the sun finally disappeared last night.
6063	horoscope	0	1	0	0	0	0	0	0	0	0	My horoscope said to avoid arguments this week, which was ironic since I had already started three.
6064	horrible	1	0	1	1	0	1	0	0	0	0	What a horrible week — my phone broke, my car broke, and now the fridge is making a weird sound.
6065	horribly	0	0	0	0	0	1	0	0	0	0	I slept horribly last night after drinking too much coffee too late in the afternoon.
6066	horrid	1	0	1	1	0	1	0	1	0	0	That was a horrid thing to say about someone who just lost their job.
6067	horrific	1	0	1	1	0	1	0	1	0	0	Weather conditions turned horrific about halfway through the long drive home from the coast.
6068	horrified	0	0	0	1	0	1	0	0	0	0	I was horrified to discover the dog had eaten half the birthday cake while we were outside.
6069	horrifying	0	0	1	1	0	1	0	1	0	0	What a horrifying moment when the elevator stopped between floors with three strangers inside.
6070	horror	1	0	1	1	0	1	0	1	1	0	Old horror movies from the 1970s hold up better than most people expect them to.
6071	horrors	0	0	0	1	0	1	0	1	0	0	The horrors of a long customer service phone call are hard to describe without sounding dramatic.
6072	horse	0	0	0	0	0	0	0	0	0	1	Her favorite horse at the stable is a gentle old gray named Biscuit.
6079	hospice	0	0	0	0	0	0	0	1	0	0	Hospice care allowed my grandmother to spend her final weeks at home surrounded by family.
6080	hospital	0	0	0	1	0	0	0	1	0	1	The hospital cafeteria is surprisingly good on Tuesdays, which is when they make homemade soup.
6081	hospitality	0	0	0	0	0	0	1	0	0	0	Southern hospitality is not a stereotype — it is something I have actually experienced repeatedly in Georgia.
6082	hostage	1	0	0	1	0	1	0	0	0	0	I am a hostage to my work email on vacation, which is exactly why I finally deleted the app.
6084	hostile	1	0	1	1	0	1	0	0	0	0	The crowd turned hostile after the second delay, which was understandable given the ticket prices.
6085	hostilities	1	0	0	1	0	1	0	0	0	0	Old hostilities between the two neighbors finally ended over a shared gardening project last summer.
6086	hostility	1	0	1	0	0	1	0	0	0	0	A note of hostility in the email surprised me given our previously friendly working relationship.
6087	hot	1	0	0	0	0	0	0	0	0	0	It is absolutely hot out here — I think I will go back inside and read near the fan.
6094	household	0	0	0	0	0	0	1	0	0	0	Running a household of five people teaches you time management faster than any productivity book could.
6097	housekeeping	0	0	0	0	0	0	1	0	0	0	Weekly housekeeping is the one task I cannot quite convince myself to enjoy, no matter what.
6101	howl	1	0	1	1	0	1	0	1	1	0	A lone coyote's howl carried across the valley just as we were sitting down to dinner.
6107	huff	1	0	1	0	0	1	0	0	0	0	She left the meeting in a huff after the manager ignored her third suggestion in a row.
6108	hug	0	0	0	0	1	0	1	0	0	1	A long hug from my oldest friend was exactly what I needed after the difficult week at work.
6110	hulk	0	0	1	0	0	0	0	0	0	0	The old rusted hulk of a ship sits half-submerged in the harbor like a local landmark.
6114	humane	0	0	0	0	0	0	1	0	0	0	A humane mouse trap captures the little guys alive so you can release them somewhere else.
6115	humanitarian	0	1	0	0	1	0	1	0	1	1	Humanitarian aid reached the flooded area within forty-eight hours of the worst of the rain.
6117	humanity	0	0	0	0	1	0	1	0	0	1	Acts of humanity during a difficult week restored my faith in people a little.
6118	humble	0	0	1	0	0	1	1	1	0	0	My humble opinion is that the restaurant is overrated, but everyone else on the trip disagreed.
6119	humbled	0	0	0	0	0	0	1	1	0	0	I was humbled by how much help I needed after the minor surgery on my left hand.
6120	humbly	0	0	0	0	0	0	1	0	0	0	He accepted the award humbly and actually thanked the whole team instead of just himself.
6121	humbug	1	0	1	0	0	1	0	1	0	0	"Bah, humbug," my uncle says every December just to make the children laugh at dinner.
6124	humiliate	1	0	0	0	0	1	0	1	0	0	Don't humiliate him in front of his friends — pull him aside and talk privately first.
6125	humiliating	0	0	1	0	0	1	0	0	0	0	That was a humiliating moment, falling onstage during my speech at the conference last week.
6126	humiliation	0	0	1	0	0	1	0	1	0	0	Pure humiliation kept me from going back to that restaurant for nearly a year.
6127	humility	0	0	0	0	0	0	1	0	0	1	Real humility is rarer than you'd think, especially among people who claim they have it.
6131	humorist	0	0	0	0	0	0	1	0	0	0	A well-known humorist used to write weekly columns for our local paper back in the eighties.
6132	humorous	0	0	0	0	1	0	1	0	0	0	Her humorous take on office politics has become the highlight of my otherwise gray Monday mornings.
6134	hunch	0	0	0	0	0	1	0	0	0	0	My hunch about the outcome of the election turned out to be surprisingly close to the final result.
6138	hungry	0	1	0	0	0	1	0	0	0	0	I am genuinely hungry for something besides another sandwich after a full week of them.
6142	hunter	0	1	0	1	0	1	0	1	0	0	A deer hunter from out of state stopped in at the diner every opening weekend for years.
6143	hunting	1	1	0	1	0	1	0	0	0	0	Apartment hunting in this city has been more stressful than the actual job interview process.
6145	hurrah	0	0	0	0	1	0	1	0	0	0	A hurrah went up from the crowd when the home team finally scored in overtime.
6146	hurricane	0	0	0	1	0	1	0	0	0	0	The hurricane forecast has been updated four times today, which makes me nervous about the cabin.
6147	hurried	0	1	0	0	0	1	0	0	0	0	I had a hurried breakfast and still managed to miss the earlier train by about three minutes.
6148	hurry	0	1	0	0	0	0	0	0	0	0	Don't hurry dinner — the kids can wait another fifteen minutes, trust me.
6149	hurt	1	0	0	1	0	1	0	1	0	0	That rude comment hurt more than I expected, given how little I actually know the person.
6150	hurtful	1	0	1	1	0	1	0	1	0	0	Words said in anger can be hurtful even when the person apologizes within about ten seconds.
6151	hurting	1	0	0	1	0	1	0	1	0	0	My lower back has been hurting ever since I helped move the old couch up three flights.
6152	husbandry	0	0	0	0	0	0	1	0	0	1	Animal husbandry classes at the local community college fill up quickly every single spring.
6153	hush	0	0	0	0	0	0	1	0	0	0	A sudden hush fell over the room when the main speaker finally walked up to the microphone.
6158	hustler	0	0	0	0	0	1	0	0	0	0	Our neighbor is a real hustler — she runs three different businesses out of her garage.
6159	hut	0	0	0	0	0	0	1	1	0	0	A hut at the end of the beach sells surprisingly good fish tacos after three in the afternoon.
6163	hydra	0	0	0	1	0	1	0	0	0	0	Old myths paint the hydra as a creature that grows two heads for every one you cut off.
6165	hydrocephalus	0	0	1	1	0	1	0	1	0	0	Pediatric hydrocephalus is usually diagnosed within the first few months of a child's life.
6171	hygienic	0	0	0	0	0	0	1	0	0	0	Keeping cutting boards hygienic is the first rule I learned from a professional chef friend.
6172	hymn	0	1	0	0	1	0	1	1	0	1	Her favorite hymn from childhood still makes her tear up whenever she hears it at a wedding.
